,id,click,hour,search_engine_type,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,product_type,C20,advertiser_type
4752906,1.0595702159407974e+19,0,14102205,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dbf560d7,5096d134,1,0,21732,320,50,2502,0,35,-1,221
4053712,1.1077229763785334e+18,1,14102123,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bdeaa873,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
36674035,1.3133079186613301e+19,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e70c4dff,f9315725,1,0,23728,320,50,2717,2,47,-1,23
14823141,1.5030249031886615e+18,0,14102410,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,536918c5,981edffc,1,3,21189,320,50,2424,1,161,100193,71
22519483,1.7096213754223e+19,0,14102614,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0fac0577,158e4944,1,0,15707,320,50,1722,0,35,-1,79
23837709,4.1009455609092986e+17,0,14102623,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,5096d134,1,0,17653,300,250,1994,2,39,-1,33
35921934,9.48313070604886e+18,0,14102920,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,80d7eec9,365e64e3,1,0,22816,320,50,2648,3,39,100148,23
8813193,9.769602566650397e+18,0,14102218,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0207731c,1f0bc64f,1,0,15708,320,50,1722,0,35,100084,79
4495938,4.485323687647602e+17,0,14102203,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1821ef4f,8a4875bd,1,0,16858,320,50,1887,3,39,-1,23
9219305,4.854386613562038e+18,0,14102221,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,b644bb99,3490a1b9,a5bce124,1,0,20633,320,50,2374,3,39,100148,23
10307292,1.4199649253411535e+19,0,14102305,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4064f701,e0f580a8,1,0,21882,320,50,2526,3,167,100075,221
36790137,2.0514888113724134e+18,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,65d8fc0f,c4cff2ea,1,0,23804,320,50,2726,3,803,-1,229
2775146,8.491614834454812e+18,0,14102113,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ee874f0d,8b1aa260,1,0,15704,320,50,1722,0,35,-1,79
35912205,8.10489820786602e+18,1,14102920,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ae0a7c3a,99ec2bcb,1,0,17014,320,50,1872,3,39,-1,23
18311213,1.6258962144163762e+19,1,14102513,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,c144e605,1,0,17653,300,250,1994,2,39,-1,33
8714473,1.8415018240839754e+19,0,14102218,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1fe2f06f,86030d43,1,0,19772,320,50,2227,0,679,100081,48
9749641,4.3745115906200934e+18,0,14102302,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,acf65e70,0d2b4db4,1,0,14265,320,50,1526,2,169,100111,35
39705230,7.925524218063606e+18,0,14103017,1010,1,85f751fd,c4e18dd6,50e219e0,495d447f,7801e8d9,0f2161f8,d611f121,8d4834e4,158e4944,4,3,16011,320,50,1769,0,673,100228,101
27855995,6.382162298999322e+18,0,14102805,1002,0,4fa4c1bc,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,6bd80ece,2b0ec7f1,e215cd18,0,0,22701,320,50,2624,0,35,100075,221
2863588,1.6798086080040077e+19,0,14102114,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f6b84ca8,3e7932d7,1,0,19771,320,50,2227,0,687,100077,48
30057210,6.983726021380191e+18,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7f071ca0,93a90f85,1,0,23454,320,50,2688,1,33,100176,212
5517091,8.969151163883798e+18,0,14102207,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,36b542af,1b04070f,d6e0e6ff,1,0,1039,320,50,178,3,1327,100148,15
31620393,1.148073989962846e+19,0,14102819,1010,1,85f751fd,c4e18dd6,50e219e0,38ccb716,7801e8d9,0f2161f8,f23874e7,a0427586,f07e20f8,4,0,16251,320,50,1809,0,43,100162,126
32456391,6.677303597162759e+18,1,14102900,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,459c6159,4c8aeb60,1,0,22676,320,50,2616,0,35,-1,51
36138402,1.4481196226023242e+19,0,14102923,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,cd09b2fa,89416188,1,0,18092,320,50,2060,3,39,-1,23
331929,1.6055634238733603e+19,0,14102102,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3d801c87,1f0bc64f,1,0,17037,320,50,1934,2,39,-1,16
27887165,9.153970504427673e+18,1,14102805,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,46650bdf,be6db1d7,1,0,22682,320,50,2528,0,39,100076,221
28921422,1.0430049976755548e+19,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,96861172,4ea23a13,1,0,23144,320,50,2665,0,35,100176,221
22176511,9.51657555225708e+18,1,14102612,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,44801bc1,1,0,15707,320,50,1722,0,35,-1,79
7730050,3.4520027192228096e+18,1,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,2a9f0aa4,6c3ead62,f87e93a5,1,0,15699,320,50,1722,0,35,100084,79
31835904,1.318114300797231e+19,0,14102820,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,985fb932,d5db24c3,1,0,22260,320,50,2545,0,167,100084,221
18927418,9.092256826939579e+18,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,51ae92af,8a4875bd,1,0,15703,320,50,1722,0,35,100084,79
28960281,1.2919693274170413e+19,0,14102810,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,745b2c07,d4897fef,1,0,22812,320,50,2647,2,35,100148,23
9390173,1.4063578141308516e+18,0,14102223,1002,0,c74e86fb,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,107c327e,517585cf,d7a4a54d,0,0,21723,216,36,2502,0,35,100084,221
20598628,1.5146896337596836e+18,1,14102605,1002,0,4bcf3b2e,df969457,50e219e0,ecad2386,7801e8d9,07d7df22,4c7e6386,0d526646,06526378,0,0,15908,320,50,1752,3,297,100081,82
5588879,1.3025173213926064e+19,1,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,3e2bf98d,2347f47a,0f2161f8,afeffc18,8775a41a,3d64834e,1,2,21767,320,50,2506,0,35,-1,157
19145371,9.589206026504699e+17,1,14102516,1005,0,f84e52b6,d7e2f29b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6c971349,ac221d6c,1,0,20345,300,250,2331,2,39,-1,23
28905301,9.514896882980346e+18,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,442cfede,2347f47a,cef3e649,ad33726c,70d5d8cf,ad328c4d,1,2,23143,320,50,2665,0,34,100103,221
37350147,6.235061463782907e+18,0,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,d744c270,7ac6007f,1,2,23804,320,50,2726,3,803,100152,229
15188077,4.573654894291507e+18,0,14102412,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,04b0277e,158e4944,1,0,22259,320,50,2545,0,167,100084,221
3699224,1.8301768713151478e+19,0,14102119,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aa512072,2203a096,1,0,21757,320,50,2502,0,35,100083,221
19605272,1.7909425944883147e+19,0,14102519,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,14584f49,981edffc,1,3,21189,320,50,2424,1,161,100192,71
1145739,6.984680837824611e+18,1,14102105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,28e0f79d,94a6ac23,1,2,15703,320,50,1722,0,35,100084,79
11526169,1.0341950328384014e+19,0,14102312,1002,0,8401b4a5,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,46a27e77,fab020a0,6f856677,0,0,6361,300,50,544,3,39,100077,23
5178114,1.9849446008426007e+18,0,14102206,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,3bb1ddd7,1,0,19146,320,50,2181,0,169,100156,111
32520813,1.6238287904168292e+19,0,14102901,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1509d441,c30e3f5c,1,0,20215,320,50,2316,0,167,100081,16
15107986,1.4112360521024698e+19,0,14102412,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d80aab68,be6db1d7,1,0,20632,320,50,2374,3,39,100148,23
23619281,1.0378018589780759e+19,0,14102621,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,10fb085b,311da669,1,0,15701,320,50,1722,0,35,100083,79
30895228,1.5261718166133453e+19,0,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,67744c68,e1eae715,1,3,21189,320,50,2424,1,161,100192,71
14046499,6.088988152343873e+18,0,14102405,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,02019f5a,1c6a881d,1,2,15701,320,50,1722,0,35,100084,79
4067732,1.4250888016904617e+18,0,14102123,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac7c7ff2,36d749e5,1,0,21731,320,50,2502,0,35,-1,221
14590930,8.087768293973121e+17,0,14102408,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eaf277d4,36d749e5,1,0,21731,320,50,2502,0,39,-1,221
27328927,1.5115762987241466e+19,0,14102802,1010,1,85f751fd,c4e18dd6,50e219e0,2815f500,7801e8d9,cef3e649,7f095a1a,024e40e3,36b67a2a,4,2,22920,320,50,2649,0,39,-1,204
33040451,1.7817932272541802e+19,1,14102904,1005,0,2f635482,5872eda5,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1b6a661b,86030d43,1,0,21875,320,50,2526,0,167,100081,221
32192375,1.7037166511531143e+19,0,14102822,1005,0,85f751fd,c4e18dd6,50e219e0,e96166c7,2347f47a,0f2161f8,37473b70,ddd2926e,553f099b,1,0,23390,320,50,2681,1,419,-1,212
21578678,1.694582351103914e+19,0,14102610,1005,0,395fa97c,3f797953,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6263a12e,1f0bc64f,1,0,17877,320,50,2036,3,47,-1,156
31314918,6.747318871320423e+18,0,14102817,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,2f72d661,1f0bc64f,1,0,22810,320,50,2647,2,35,100148,23
16526223,7.891931537887215e+18,0,14102418,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,39b0d07e,36b67a2a,1,0,16352,320,50,1823,1,167,100003,71
34008730,9.284099003632726e+18,0,14102909,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,95b2935e,a5bce124,1,0,23562,320,50,2691,0,419,-1,212
38359140,1.0844753181386002e+18,0,14103012,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0742ecb4,fce66524,1,0,23904,320,50,2740,0,163,100013,17
17109642,8.500594619806502e+18,0,14102505,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,675b0767,1f0bc64f,1,0,16615,320,50,1863,3,39,-1,23
28449432,2.2444789196391258e+18,0,14102808,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,1ccc7835,1,0,21863,320,50,2524,0,35,-1,221
6331086,1.1134318590386459e+19,1,14102210,1002,0,69bc54b5,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,4f5fd290,2083c6ca,a325b205,0,0,6365,300,50,544,3,39,100075,23
11544208,1.228572211643383e+19,0,14102312,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,5b49a4cb,dff23b13,1,0,6559,320,50,571,2,39,-1,32
29368693,5.978285748097798e+18,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9ea8bdff,880cc9c5,1f0bc64f,1,0,6557,320,50,571,2,39,-1,32
3141070,9.798634891546739e+18,0,14102115,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,083e8f1f,8a4875bd,1,0,16208,320,50,1800,3,167,100079,23
11288673,2.5734381682239846e+18,0,14102310,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,d787e91b,1,0,22104,320,50,2545,3,39,-1,221
16260152,2.5778755448227354e+18,0,14102417,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a7adc68,5db079b5,1,2,15705,320,50,1722,0,35,100083,79
11099384,1.7671165254042888e+19,0,14102309,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b5b53695,d8a606a5,1,0,20998,320,50,2369,0,809,100111,46
8687723,1.6277387643581256e+19,0,14102218,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8f72c36b,6e1e2240,1,0,21877,320,50,2526,0,35,100081,221
36683711,1.3585011104178428e+19,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,e7559cdc,4d2bd952,1,0,23804,320,50,2726,3,803,-1,229
20159389,5.265986437699598e+18,0,14102601,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,05152f4c,779d90c2,1,0,17654,300,250,1994,2,39,100083,33
32613844,1.2214758532822569e+19,0,14102902,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,498e9835,d8df1607,4ea23a13,1,0,22959,320,50,2655,2,38,-1,23
29186476,1.0836230701177266e+19,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,0c1e1a29,ecb851b2,1,0,23221,320,50,2676,0,35,100176,221
17226079,1.6618721736797555e+19,0,14102507,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c64f8ed3,a0f5f879,1,0,15708,320,50,1722,0,35,-1,79
18824729,1.9182462323635395e+18,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6bd342cc,f186d2e8,1,0,15701,320,50,1722,0,35,-1,79
38696238,1.6674314924570868e+19,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,0d78aac7,f6651b15,1,2,23739,320,50,2676,0,299,100176,221
34652180,1.4910589240436648e+19,0,14102913,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,4e59f1fd,44193372,cba8c0ed,1,0,17017,320,50,1873,3,39,100060,23
17499164,1.3847110499580426e+19,1,14102509,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,41c0cb10,4ea23a13,1,0,15703,320,50,1722,0,35,-1,79
6430206,1.4903465533615067e+19,0,14102210,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddf9b619,fce66524,1,0,6616,320,50,576,2,35,-1,32
28159750,1.5997981852631302e+19,0,14102807,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,930ec31d,3bb1ddd7,1,0,22267,320,50,2566,3,815,100156,42
35051454,1.3189312536795085e+19,0,14102915,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,8a4875bd,1,0,23761,320,50,2724,0,35,-1,253
28456831,2.659777135958357e+17,0,14102808,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,e31f354c,589a99ad,1,0,23143,320,50,2665,0,34,100111,221
30040875,6.359230315374253e+18,0,14102813,1005,0,259b7ff3,9532330b,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,70089da3,fdeb8df5,1,0,23454,320,50,2688,1,33,100210,212
30597304,1.4364721418790257e+19,0,14102815,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d804267,cd5b1559,1,2,23438,320,50,2684,2,1319,-1,52
3566144,1.994422899146057e+18,0,14102118,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2d953bc6,5c61e7ff,1,0,21731,320,50,2502,0,35,100084,221
24220513,1.13684379392427e+19,0,14102704,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5e51c142,86030d43,1,0,19772,320,50,2227,0,935,100077,48
21061256,7.157393094748573e+18,0,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0ca8e55d,054c8edf,1,3,21191,320,50,2424,1,161,100189,71
38909542,1.4073448181220676e+19,1,14103014,1005,0,85f751fd,c4e18dd6,50e219e0,95827a92,2347f47a,0f2161f8,a99f214a,a441887a,034b811d,1,0,6563,320,50,572,2,39,-1,32
37406564,1.1379921548806152e+19,1,14103007,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30eb46ae,d5db24c3,1,0,15708,320,50,1722,0,35,-1,79
3193245,1.486749958545727e+19,0,14102116,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bfc9daff,be6db1d7,1,0,16615,320,50,1863,3,39,100188,23
33374237,7.014652489963696e+18,0,14102906,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,1edbd2b6,46a414f4,1,3,23221,320,50,2676,0,35,100176,221
18148476,4.128877061446038e+18,0,14102512,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,8550cf0d,319744a0,47a322d1,1,0,17017,320,50,1873,3,39,-1,23
17603719,6.877904166896183e+18,0,14102509,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6cdc4790,feacaaee,1,0,17653,300,250,1994,2,39,100083,33
6427642,1.4803829915206402e+19,0,14102210,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,2a232c9b,1dc0d69c,bf83adaa,4,3,15703,320,50,1722,0,35,100083,79
34955856,5.799810667569819e+18,0,14102914,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c21b6ed0,744ae245,1,0,17037,320,50,1934,2,39,-1,16
3210178,1.6517934867081177e+19,1,14102116,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,b555a1ef,373ecbe6,0,0,21682,320,50,2496,3,167,100191,23
23741459,1.7874210531617194e+19,0,14102622,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,815f426c,36d749e5,1,0,15707,320,50,1722,0,35,-1,79
18914368,8.183841307071232e+17,0,14102515,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,a42372e7,e1eae715,1,3,21191,320,50,2424,1,161,100190,71
34766622,8.15314823899199e+18,0,14102913,1002,0,887a4754,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,ac8a1d02,9c853f8b,0e88538f,0,0,22703,320,50,2624,0,35,100075,221
8751922,4.837671502986239e+18,1,14102218,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2bc9a594,2203a096,1,0,15706,320,50,1722,0,35,-1,79
3937697,5.764973704224287e+18,0,14102121,1002,0,d1a51189,659ee94c,50e219e0,ecad2386,7801e8d9,07d7df22,cbdd783c,55624145,9ad67133,0,0,15551,320,50,1698,3,35,-1,111
18903935,7.443521371358075e+18,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5bba53ea,8b1aa260,1,0,15702,320,50,1722,0,35,-1,79
24320602,6.93129042339149e+17,0,14102704,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,53406747,72345eb3,e3d6a054,4,0,21156,320,50,2420,2,35,-1,69
37164250,7.467034576747861e+18,0,14103005,1005,0,686546d3,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,da2534d7,d787e91b,1,0,23722,320,50,2716,3,47,-1,23
36742044,1.6370840315200612e+19,0,14103004,1005,1,cffc1324,bc63ea42,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,6fdd3996,72952010,1,0,15699,320,50,1722,0,35,-1,79
10215037,7.974795809254564e+18,0,14102304,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7d1f054d,0153a639,1,0,20362,320,50,2333,0,39,100079,157
24967285,5.373198482267052e+18,0,14102708,1010,1,85f751fd,c4e18dd6,50e219e0,c6eb993a,7801e8d9,0f2161f8,43084c7d,cb93522e,00b1f3a7,4,3,22179,320,50,2554,3,167,-1,23
25959054,1.2378892865753037e+18,0,14102716,1005,0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fe982f6a,d4897fef,1,0,17239,320,50,1973,3,39,-1,23
35224318,1.0893926483359232e+19,0,14102916,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9b13a699,cad4c01d,1,0,23626,320,50,2707,3,937,100156,61
36143236,1.5287727377207441e+19,0,14102923,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d9bb6888,e1eae715,1,3,21191,320,50,2424,1,161,100190,71
31520740,4.1740970101249556e+18,0,14102818,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,47a733b8,27466962,1,0,23405,320,50,2682,1,419,100083,212
10711099,2.7273952642559457e+18,1,14102307,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e9ec4c80,1f0bc64f,1,0,22103,320,50,2545,0,35,100084,221
32513738,1.5229867389193107e+19,0,14102901,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,a99f214a,b2c4088b,1538d6e1,1,2,23143,320,50,2665,0,35,100057,221
11910917,1.697117279385294e+19,0,14102314,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,96427059,6d44e29a,1,0,17262,320,50,1872,3,39,-1,23
30412992,5.264888782276293e+18,1,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,a8f445d7,7e752449,1,2,23441,320,50,2685,1,33,100084,212
25108571,3.8375911419962373e+18,1,14102709,1005,1,85f751fd,c4e18dd6,50e219e0,13684a79,2347f47a,0f2161f8,14f490ed,2ffa8456,1610002a,1,0,22685,320,50,2619,1,163,-1,71
3793227,1.5061886484601006e+19,0,14102120,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,c658a175,9e2f5c69,779d90c2,1,0,6563,320,50,572,2,39,-1,32
19577086,1.4051745866708912e+19,0,14102519,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,e12cf860,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
15801710,5.151535176418786e+18,0,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,92522d94,1277f67f,1,2,21189,320,50,2424,1,161,100191,71
23288897,1.4744423357106817e+19,1,14102618,1002,0,92ab22da,f39dc76b,50e219e0,ecad2386,7801e8d9,07d7df22,78a809b1,db708b83,f384cd72,0,0,15706,320,50,1722,0,35,100084,79
18161040,5.121695540714064e+18,1,14102512,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1a694567,293291c1,1,0,22503,320,50,2594,2,1327,100084,52
36602442,9.136092739479334e+18,0,14103003,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,565a73aa,84ebbcd4,1,0,23138,320,50,2664,0,35,-1,51
25934446,1.012175813524075e+19,0,14102716,1005,0,85f751fd,c4e18dd6,50e219e0,e96166c7,2347f47a,0f2161f8,18802b49,e7659db6,421872ab,1,0,13783,320,50,1447,2,47,-1,13
35671463,8.557743920963626e+17,0,14102918,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,755eed76,5ec45883,1,0,19772,320,50,2227,0,935,-1,48
33364561,5.89828751947715e+18,0,14102906,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,d787e91b,1,0,23138,320,50,2664,0,35,-1,51
37877760,7.190952608302421e+18,0,14103009,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3c62f5f7,d787e91b,1,0,17894,320,50,2039,2,39,100075,32
35211500,9.728184196018598e+18,0,14102915,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,22ffdf36,3e7932d7,1,0,19771,320,50,2227,0,935,100077,48
35632830,3.6694897265150336e+18,0,14102918,1005,0,90650879,9449e4e4,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f0f99058,49023af8,1,0,23642,320,50,2709,3,35,-1,23
12351436,2.1452762535266688e+18,0,14102316,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a68774b3,3bd9e8e7,1,0,17753,320,50,1993,2,1063,-1,33
